GODKJENT,GODKJENNINGSNUMMER,PRODUKSJONSFORMER,VIRKSOMHETSNAVN,BEDRIFTSNR,ADRESSE,POSTNR,POSTSTED,TELEFON,TELEFAX,KOMMUNENR,KOMMUNE,FYLKENR,FYLKE
,NO13051144,Q,RYKKJE TRANSPORT AS,989969226,Fyksesundvegen 293,5610,ØYSTESE,,,4622,Kvam,46,Vestland
,NO20053006,I,RYSTEG AS,979884370,Kyrkjegata 2,4200,SAUDA,,,1135,Sauda,11,Rogaland
,NO26054293,O,RYTTERSPORT AS,972722367,KR. AUGUSTSGT. 5 5,0164,OSLO,61 16 51 00,,0301,Oslo kommune,03,Oslo
,NO25054210,I,RØEDS FRØ OG ASTRA,936439195,Anna Rogstads vei 20,0592,OSLO,,,0301,Oslo kommune,03,Oslo
,NO10050344,Q,RØES TRANSPORT AS,988936502,Sørbygda 403,7288,SOKNEDAL,,,5027,Midtre Gauldal,50,Trøndelag
,NO19052786,N,RØNNEKLEIV E E ETF,971760435,Straumsvegen 12,6829,HYEN,57 86 98 04,57 86 99 22,4650,Gloppen,46,Vestland
,NO18052476,O,RØNNINGHAUGEN AS - HENRIETTE BRUSTAD,919983108,Kampeveien 54,1350,LOMMEDALEN,,,3201,Bærum,32,Akershus
,NO19052807,N,RØRA BAKERI A/S,973933442,Grandan,7670,INDERØY,74154888,74 15 48 78,5053,Inderøy,50,Trøndelag
,NO22053417,M,RØRA FABRIKKER AS,971784679,Stasjonsvegen 21,7670,INDERØY,74 15 43 50,74 15 48 70,5053,Inderøy,50,Trøndelag
,NO13051049,HN,RØROS SLAKTERI AS,871703612,Tollef Bredals vei 4,7374,RØROS,72 40 65 80,72 40 65 89,5025,Røros,50,Trøndelag
,NO13051050,IN,RØROSFISK FANGST AS,997466659,,7372,GLÅMOS,,,5025,Røros,50,Trøndelag
,NO13051050,IN,RØROSFISK FANGST AS,997466659,Aursundveien 1272,7372,GLÅMOS,,,5025,Røros,50,Trøndelag
,NO11050503,HMOQ,RØV MØLLE AS,971761180, ,6655,VINDØLA,71 65 86 60,71 65 86 61,1566,Surnadal,15,Møre og Romsdal
,NO10050078,CHIOQ,RÅDE MØLLE OG KORNSILO AS,974101084,Stasjonsveien 4,1640,RÅDE,,,3112,Råde,31,Østfold
A,NO10050078,CHIOQ,RÅDE MØLLE OG KORNSILO AS,974101084,Stasjonsveien 4,1640,RÅDE,,,3112,Råde,31,Østfold
,NO13051103,I,RÅDE OG CHRISTENSEN BAKERI OG KONDITORI AS,973237217,Mosseveien 8,1640,RÅDE,69284377,69284916,3112,Råde,31,Østfold
,NO15051443,I,RÅDE OG CHRISTENSEN BAKERI OG KONDITORI AS AVD BAKERI,973075179,Storveien 123,1621,GRESSVIK,,,3107,Fredrikstad,31,Østfold
,NO14051395,Q,RÅKIL BULK OG TANKTRANSPORT AS,971641762,Greåkerveien 129,1718,GREÅKER,,,3105,Sarpsborg,31,Østfold
,NO18052667,N,SAGA HESTAR ELISABETH SAGA,983891519,Svenskerudvegen 30,3825,LUNDE,,,4018,Nome,40,Telemark
,NO15051582,I,SALAMANDER BRYGGERI AS,915880940,Lindøyvegen 251,5550,SVEIO,,,4612,Sveio,46,Vestland
,NO10050062,M,SALGSAGENT FRANK JOHANNESSEN,980266869,Nordgardsvegen 155,5236,RÅDAL,,,4601,Bergen,46,Vestland
,NO21053283,J,SALSUS AS,813538512,Norvald Strands veg 162,2212,KONGSVINGER,,,3401,Kongsvinger,34,Innlandet
,NO10050311,M,SALTEAMET AS,973448579,Sjølingstadveien 625,4520,LINDESNES,,,4205,Lindesnes,42,Agder
,NO12050866,K,SALTIMPORT AS AVD BERGEN,971761792,Vågsgaten 22,5160,LAKSEVÅG,,,4601,Bergen,46,Vestland
,NO25053810,P,SALTIMPORT AS AVD TRONDHEIM,911845202,Kobbes gate 16,7042,TRONDHEIM,,,5001,Trondheim,50,Trøndelag
,NO19052704,P,SALTIMPORT AS AVD ÅLESUND,911845229,Flatholmvegen 1,6002,ÅLESUND,,,1508,Ålesund,15,Møre og Romsdal
,NO19052948,I,SANDALEN GÅRD - TØNNESSEN,913248716,Vistnesveien 124,4071,RANDABERG,,,1127,Randaberg,11,Rogaland
,NO17051916,I,SANDAR HAANDVERKSBRYGGERI AS,911787970,Skolmar 36,3232,SANDEFJORD,,,3907,Sandefjord,39,Vestfold
,NO18052542,N,SANDBAKKEN GÅRD V/ INGUNN DYNNA,911926741,Amundrudvegen 1,2770,JAREN,,,3446,Gran,34,Innlandet
,NO11050628,P,SANDE KORNMAGASIN AS,971762497,Postboks 22,3170,Sande i Vestfold,33 77 64 20,,3903,Holmestrand,39,Vestfold
,NO15051571,P,SANDE SAMDRIFT DA,986435174,Gallebergveien 177,3073,SANDE I VESTFOLD,,,3903,Holmestrand,39,Vestfold
,NO18052602,N,SANDEFJORD MASKIN ANS,996550168,Krokenveien 2,3232,SANDEFJORD,97 19 88 14,,3907,Sandefjord,39,Vestfold
,NO10050231,Q,SANDNES TRANSPORT OG TERMINAL AS,988115479,Strandgata 4,7900,RØRVIK,,,5060,Nærøysund,50,Trøndelag
,NO18052087,N,SANTO INVEST AS,921948824,Halfdan Wilhelmsens alle 44,3117,TØNSBERG,,,3905,Tønsberg,39,Vestfold
,NO25054198,H,SARA MORTENSEN,,Sentrum 37,4745,BYGLAND,,,,,,
,NO26054270,MNO,SARAH ANTOMINE LUND ANDERSEN SKOGSPOTEN,936417817,Lerpeveien 294,3039,DRAMMEN,,,3301,Drammen,33,Buskerud
,NO25053858,P,SCAN LOGISTIC PARTNER AS AVD HAMMERFEST,935283221,Petroleumsveien 17,9610,RYPEFJORD,,,5603,Hammerfest,56,Finnmark
,NO24053682,P,SCAN LOGISTIC PARTNER AS AVD HARSTAD,995368927,Rødskjærveien 4,9430,SANDTORG,,,5503,Harstad,55,Troms
,NO25053859,P,SCAN LOGISTIC PARTNER AS AVD TROMSØ,933719863,Terminalgata 177,9019,TROMSØ,,,5501,Tromsø,55,Troms
,NO12050843,I,SCANBIO INGREDIENTS AS  AVD PRODUKSJON RÅVARER LYSØYSUNDET,996337855,Lysøysund,7168,LYSØYSUNDET,,,1627,Bjugn - UTGÅTT KODE,16,Sør-Trøndelag - UTGÅTT KODE
,NO10050338,I,Scanbio Ingredients AS avd Bjugn,972004871,Bjugnveien 245,7160,BJUGN,,,5057,Ørland,50,Trøndelag
,NO25053845,Q,SCAN-SHIPPING BERGEN AS,985530653,Nøstetorget 5,5011,BERGEN,,,4601,Bergen,46,Vestland
,NO15051481,Q,SCHEI'S TRANSPORT AS,988910953,Mongsøyvegen 11,6652,SURNADAL,,,1566,Surnadal,15,Møre og Romsdal
,NO16051658,Q,Schenker AS avd Alnabru,974146355,Alnabruveien 15,0668,Oslo,22 72 74 00,22 64 59 25,0301,Oslo kommune,03,Oslo
,NO16051642,Q,SCHENKER AS AVD BERGEN,973088920,Lungegårdskaien 12,5015,BERGEN,,,4601,Bergen,46,Vestland
,NO16051643,Q,SCHENKER AS AVD BODØ,987496703,Bodøterminalen,8013,BODØ,,,1804,Bodø,18,Nordland
,NO16051644,Q,SCHENKER AS AVD DRAMMEN,973088890,Øvre Eikervei 75,3048,DRAMMEN,,,3301,Drammen,33,Buskerud
,NO16051647,Q,SCHENKER AS AVD MO I RANA,873113332,Midtre gate 2,8624,MO I RANA,,,1833,Rana,18,Nordland
,NO16051649,Q,SCHENKER AS AVD NAMSOS,973625845,Østre byområde,7800,NAMSOS,,,5007,Namsos,50,Trøndelag
,NO16051650,Q,SCHENKER AS AVD NARVIK,973113321,Fagernes,8514,NARVIK,,,1806,Narvik,18,Nordland
,NO16051651,Q,SCHENKER AS AVD ROLVSØY,973088882,Bjørnengveien 5,1664,ROLVSØY,,,3107,Fredrikstad,31,Østfold
,NO16051652,Q,SCHENKER AS AVD RUDSHØGDA,971966890,Rudsflata 5,2360,RUDSHØGDA,81532810,62349060,3411,Ringsaker,34,Innlandet
,NO16051655,Q,SCHENKER AS AVD TROMSØ,973113313,Terminalgata 181,9019,TROMSØ,77 67 79 60,77 67 56 35,5501,Tromsø,55,Troms
,NO16051656,Q,SCHENKER AS AVD TRONDHEIM,986370706,Terminalen 1C,7080,HEIMDAL,72 88 40 54,72888990,5001,Trondheim,50,Trøndelag
,NO16051657,Q,SCHENKER AS AVD ÅLESUND,987496738,Lerstadvegen 515,6015,ÅLESUND,,,1508,Ålesund,15,Møre og Romsdal
,NO12050873,Q,SE HELLAND TRANSPORT AS,896275682,Groadalen 1,5700,VOSS,,,4621,Voss,46,Vestland
,NO10050233,Q,SEA TANK CHARTERING AS,884524482,Skuteviksbodene 22,5035,BERGEN,,,4601,Bergen,46,Vestland
,NO24053671,I,SEABIT AS,922714347,Tromsøysundvegen 38,9020,TROMSDALEN,,,5501,Tromsø,55,Troms
,NO15051472,PQ,SEA-CARGO AGENCIES HAUGESUND,971776285,Husøyveien 250,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO15051472,PQ,SEA-CARGO AGENCIES HAUGESUND,971776285,Husøyvegen 250,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO25053847,M,SEAFOOD BRANDS AS,928796094,Nydalsveien 15,0484,OSLO,,,0301,Oslo kommune,03,Oslo
,NO24053780,I,SEAGARDEN AS   AVD SENJAHOPEN,989584758,Mefjordveien 1537,9386,SENJAHOPEN,52 85 94 80,,5530,Senja,55,Troms
,NO10050347,IN,SEAGARDEN AS AVD AVALDSNES,977253179,HUSØYVEGEN 278,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO20053133,IN,SEAGARDEN AS AVD AVALDSNES,977253179,HUSØYVEGEN 278,4262,AVALDSNES,,,1149,Karmøy,11,Rogaland
,NO25053812,I,SEAGEMS NORWAY AS,920314643,Bjørge industriveg 41,6057,ELLINGSØY,,,1508,Ålesund,15,Møre og Romsdal
,NO11050521,Q,SEDL DRIFT AS,983194265,Parkvegen 14,2335,STANGE,,,3413,Stange,34,Innlandet
,NO11050673,M,SEGLEM H E A/S AVD JERNVARE-GAVER/HOBBY,974310368,Torget 1,4370,EGERSUND,,,1101,Eigersund,11,Rogaland
,NO10050211,MO,Sekkelstenenga Hestegård,990304912,Tømmeråsveien 143,1814,ASKIM,,,3118,Indre Østfold,31,Østfold
,NO16051770,I,SENJA HANDBRYGGERI AS,914072573,Tranøyveien 1261,9304,VANGSVIK,,,5530,Senja,55,Troms
,NO18052221,O,SEVEN VEST AS,922680752,Bøveistubben 5,4070,RANDABERG,,,1127,Randaberg,11,Rogaland
,NO25053865,Q,SHG TRANSPORT AS,872735542,Votndalen,3570,ÅL,99721023,,3328,Ål,33,Buskerud
A,NO24053646,QT,SHIPCO TRANSPORT AS,981561848,Askheim 1,2022,GJERDRUM,,,3230,Gjerdrum,32,Akershus
,NO18052066,Q,SHS EIENDOM AS,986566481,Valjord Kontorfellesskap,8226,STRAUMEN,75 69 81 00,,1845,Sørfold,18,Nordland
,NO25054217,Q,SIGMUNDSEN TRANSPORT AS,988742201,Industriveien 9A,4331,ÅLGÅRD,,,1122,Gjesdal,11,Rogaland
,NO21053205,Q,SILVER SEA TC AS,995801108,Nordre Nøstekaien 1,5011,BERGEN,,,4601,Bergen,46,Vestland
,NO17051926,R,SIMEN FOUGNER,916260695,Øverbygdsvegen 924,2656,FOLLEBU,,sfougner@gmail.com,3441,Gausdal,34,Innlandet
,NO18052042,M,SIREN NÆS,993711527,Johan Hjortsvei 45,5082,BERGEN,,,4601,Bergen,46,Vestland
,NO24053753,P,SJØTRANSPORT ROTSUND EIENDOM AS,992296054,Solbakken 7,9152,SØRKJOSEN,,,5544,Nordreisa,55,Troms
,NO12050818,Q,SJØVARG AS,976174100,c/o Børge Knapstad,7270,DYRVIK,,,5014,Frøya,50,Trøndelag
,NO19052791,M,SKAGE SAMVIRKELAG SA,971766492,Kjerkvegen 1D,7860,SKAGE I NAMDALEN,74 28 59 50,74 28 50 70,5047,Overhalla,50,Trøndelag
,NO14051200,N,SKAMMELSRUD SAG OG UTSALG,971617896,Sandbekkveien 501,1892,Degernes,69 22 77 36,,3105,Sarpsborg,31,Østfold
,NO13051005,Q,SKARSBAKK TRANSPORT AS,980046494,Mebygda,7633,FROSTA,,,5036,Frosta,50,Trøndelag
,NO15051518,R,SKASHEIM GARD,973889060,Skasvegen 183,4354,VOLL,,,1120,Klepp,11,Rogaland
,NO18052019,R,SKAUG JAN-TORE,973536125,Engsveien 106,1816,SKIPTVET,69 80 90 88,,3116,Skiptvet,31,Østfold
,NO18052170,N,SKEIE AGRI AS,921018916,Vestre Kaldvell 14,4790,LILLESAND,,,4215,Lillesand,42,Agder
,NO19052712,I,SKIFJORDEN BRYGGERI AS,912766365,Bjørnestad Gård,6958,SØRBØVÅG,,,4637,Hyllestad,46,Vestland
A,NO11050494,H,SKIPTVET MØLLE AS,973074709,LUNDSVEIEN 4,1816,SKIPTVET,69806800,,3116,Skiptvet,31,Østfold
,NO16051612,R,SKJEE SAMDRIFT DA,984269196,Dalenveien 732,3160,STOKKE,33 33 50 73,,3907,Sandefjord,39,Vestfold
,NO16051751,R,SKJERVE FRIDTJOV,977988500,Gamle E6 1023,7620,SKOGN,,,5037,Levanger,50,Trøndelag
,NO11050526,Q,SKJÅK EIVIND TRANSPORT AS,972173819,Skjåk,2690,SKJÅK,,,3433,Skjåk,34,Innlandet
,NO19052723,N,SKOGAN GÅRD EQUESTRIAN AS,912717194,Østerøyveien 436,3237,SANDEFJORD,94264894 (Vicky),,3907,Sandefjord,39,Vestfold
,NO20053032,MO,SKOIES AS,924468742,Håvundvegen 333,3711,SKIEN,,,4003,Skien,40,Telemark
,NO14051392,N,SKOTSELV DAGLIGVARE AS,971760265,Verksveien,3330,SKOTSELV,32 75 60 15,,3314,Øvre Eiker,33,Buskerud
A,NO23053464,HPU,SKRETTING AS AVD AVERØY,973153641,Kristvikveien 205,6531,AVERØY,,,1554,Averøy,15,Møre og Romsdal
,NO10050270,HPU,SKRETTING AS AVD AVERØY,973153641,Hestvikholmen KSU Base,6530,AVERØY,,,1554,Averøy,15,Møre og Romsdal
,NO10050270,HPU,SKRETTING AS AVD AVERØY,973153641,BRUHAGEN,6530,AVERØY,,,1554,Averøy,15,Møre og Romsdal
,NO22053384,HMP,SKRETTING AS AVD STAVANGER,973153633,Kontinentalveien 33,4056,TANANGER,,,1103,Stavanger,11,Rogaland
,NO10050187,HMP,SKRETTING AS AVD STAVANGER,973153633,Sjøhagen 15,4016,STAVANGER,,,1103,Stavanger,11,Rogaland
,NO10050269,HP,SKRETTING AS AVD STOKMARKNES,973153668,Industriveien 10,8450,STOKMARKNES,,,1866,Hadsel,18,Nordland
,NO10050269,HP,SKRETTING AS AVD STOKMARKNES,973153668,Industriveien 10,8452,STOKMARKNES,,,1866,Hadsel,18,Nordland
,NO13051041,Q,SKUDE TRANSPORT OG SPEDISJON AS AVD TRANSPORT,973079859,BYGNES,4250,KOPERVIK,,,1149,Karmøy,11,Rogaland
,NO15051564,I,SKUDENES BRYGGERI AS,914420903,Storamyr 20,4280,SKUDENESHAVN,,,1149,Karmøy,11,Rogaland
,NO17051866,Q,SKYSSBÅTSERVICE V/TORGEIR VAREBERG,872082182,Varebergveien 31,4152,VESTRE ÅMØY,,,1103,Stavanger,11,Rogaland
,NO19052817,KLM,SL AGRI AS,916881355,Syhågen 2,8976,VEVELSTAD,,,1816,Vevelstad,18,Nordland
,NO13051092,I,SMAKEN AV GRIMSTAD AS,971695706,Bergemoveien 42,4886,GRIMSTAD,37 25 83 82,37 25 83 90,4202,Grimstad,42,Agder
,NO11050762,Q,SMESTAD ATLE OLAV,873284552,Høiendal,1850,Mysen,,,3118,Indre Østfold,31,Østfold
,NO15051435,I,SMÅ VESEN AS,989414518,Oslovegen 797,2910,AURDAL,,,3451,Nord-Aurdal,34,Innlandet
,NO21053272,MN,Soltun gård v/ Gry Kanstad,992767359,Mjelleveien 124,8016,BODØ,,,1804,Bodø,18,Nordland
,NO18052541,N,"SPAR ALVDAL, EINAR ØSTBY A/S",974109719,Steia 16,2560,ALVDAL,62 48 76 00,62 48 79 11,3428,Alvdal,34,Innlandet
,NO23053592,N,SPAR ENSJØ,922220220,Ensjøveien 21A,0655,OSLO,,,0301,Oslo kommune,03,Oslo
,NO23053590,N,SPAR FETSUND,972020605,Gamle Fetvei 7,1900,FETSUND,63 88 13 10,,3205,Lillestrøm,32,Akershus
,NO24053685,N,SPAR HURDAL,971758171,Vestsidevegen 6,2090,HURDAL,,,3242,Hurdal,32,Akershus
,NO23053591,N,SPAR KJELSÅS,973601113,Myrerskogveien 12,0495,OSLO,22 22 42 22,22 22 43 01,0301,Oslo kommune,03,Oslo
,NO12050910,MO,SPAR KONSMO,971787031,Konsmo sentrum,4525,KONSMO,,,4225,Lyngdal,42,Agder
,NO23053594,N,SPAR RÅHOLT,911680726,Gladbakkgutua 3,2070,RÅHOLT,,,3240,Eidsvoll,32,Akershus
,NO15051428,O,SPAR TUNE,973165496,Lilletuneveien 2,1711,SARPSBORG,,,3105,Sarpsborg,31,Østfold
,NO26054277,N,SPAR TYNSET,971655682,Ringveien 39,2500,TYNSET,62 48 00 10,62 48 00 90,3427,Tynset,34,Innlandet
,NO23053593,N,SPAR TÅSEN,972437204,Kaj Munks vei 41,0876,OSLO,22 23 06 49,22 23 32 90,0301,Oslo kommune,03,Oslo
,NO26054243,P,SPEED GROUP AS,936790399,Vålerveien 165,1599,MOSS,,,3103,Moss,31,Østfold
,NO15051454,N,Sperrebotn Handel,971605766,Vålerveien 925,1591,SPERREBOTN,,,3114,Våler,31,Østfold
,NO16051641,P,SR GROUP AS AVD KRISTIANSUND,971706430,Maskinveien 1,6517,KRISTIANSUND N,,,1505,Kristiansund,15,Møre og Romsdal
,NO19052910,PQ,SR GROUP AS AVD SOLA,971991445,Energiveien 14,4056,TANANGER,,,1124,Sola,11,Rogaland
,NO19052910,PQ,SR GROUP AS AVD SOLA,971991445,Energivegen 9,4056,TANANGER,,,1124,Sola,11,Rogaland
,NO18052461,O,ST. HIPPOLYT NORGE,913861531,,,,,,0301,Oslo kommune,03,Oslo
,NO18051966,N,STAD HANDEL AS,972169226,Leikanger,6750,STADLANDET,57 85 74 55,57 85 74 24,4649,Stad,46,Vestland
,NO18052575,M,STALL BERGSUND AS,984074565,Vestre Bergsund V Ådal,3516,HØNEFOSS,,,3305,Ringerike,33,Buskerud
,NO25054200,IM,STALL FOSSUM BOGERUD,927527480,Gamle Fossum Vei 14,1920,SØRUMSAND,,,3205,Lillestrøm,32,Akershus
,NO18052616,MN,Stall Granly v/Christine Bertelsen,913610253,Osbakkvegen 122,7540,KLÆBU,,,5001,Trondheim,50,Trøndelag
,NO17051851,O,STALL KRÅKETORP ANS,999141072,Kråketorpveien 5,1626,MANSTAD,,,3107,Fredrikstad,31,Østfold
,NO18052076,N,STALL MYHRE AS,913531744,Hasselveien 80,3330,SKOTSELV,,,3316,Modum,33,Buskerud
,NO23053470,J,STANDARD BIO AS,916442262,Televegen 2,3802,BØ I TELEMARK,,,4020,Midt-Telemark,40,Telemark
,NO17051923,I,STANGELAND MØLLE AS,971772263,Skurvebakkane 28,4331,ÅLGÅRD,51607694,51607691,1122,Gjesdal,11,Rogaland
,NO18052619,NO,STEBIO AS,991263497,Snøfuglvegen 132,7350,BUVIKA,72 86 56 24,,5029,Skaun,50,Trøndelag
,NO18052147,N,STEIN GODBERG LARSEN,,Frivoldveien 80,4877,GRIMSTAD,,,,,,
,NO18052643,N,STEIN JOHANNES SJURSETH,975857131,Tveit 73,5555,FØRDE I HORDALAND,,,4612,Sveio,46,Vestland
,NO17051906,M,Steinkjer Dyrebutikk,988133698,Amfi Steinkjer,7714,STEINKJER,,,5006,Steinkjer,50,Trøndelag
,NO10050401,I,STEINKJER KORNSILO SA,971772913,Hamnegata 23,7714,STEINKJER,74126560,74 12 65 70,5006,Steinkjer,50,Trøndelag
,NO21053192,I,STELLA POLARIS AS,871830312,Kårvikveien 306,9307,FINNSNES,,,5530,Senja,55,Troms
,NO11050431,Q,STENSLI TRANSPORT AS,977249627,Strandvegen 8,2380,BRUMUNDDAL,,,3411,Ringsaker,34,Innlandet
,NO11050670,Q,STENSRUD ODDMUND,871610452,Stamsås,1892,Degernes,90656157,,3120,Rakkestad,31,Østfold
,NO19052945,I,STIAN HATLAND,,Teglverksveien 67,3057,SOLBERGELVA,,,,,,
,NO18052129,M,STIAN HOLTAN,,Heigata 68,3920,PORSGRUNN,,,,,,
,NO11050535,N,Stoa Maskin AS,973793721,Skrubbedalsveien 5,4848,ARENDAL,37 00 53 60,,4203,Arendal,42,Agder
,NO18052023,M,STONGFJORDEN BOBILPARK AS,995419793,Stongfjorden,6984,STONGFJORDEN,,,4645,Askvoll,46,Vestland
,NO18052117,NQ,STORNES TRANSPORT AS,972205540,Vålandsveien 941,4934,NES VERK,,,4213,Tvedestrand,42,Agder
,NO25054182,Q,STRAND SHIPPING AS,925364150,Midtre gate 4C,8624,MO I RANA,,,1833,Rana,18,Nordland
,NO11050482,Q,STRAND SHIPPING INVEST AS,972141453,Midtregate 4,8624,MO I RANA,75 12 78 00,,1833,Rana,18,Nordland
A,NO10050114,CMO,Strand Unikorn AS,975002640,Strandvegen 3,2390,MOELV,62351500,,3411,Ringsaker,34,Innlandet
A,NO10050114,CMO,Strand Unikorn AS,975002640,postboks 103,2391,MOELV,62351500,,3411,Ringsaker,34,Innlandet
,NO10050080,HMO,STRAND UNIKORN AS AVD HADELAND,974082926,Risenfallgutua 2,2770,JAREN,,,3446,Gran,34,Innlandet
,NO10050080,HMO,STRAND UNIKORN AS AVD HADELAND,974082926,Risenfallguta 2,2770,JAREN,,,3446,Gran,34,Innlandet
,NO17051895,N,STRAND UNIKORN AS AVD ODAL,974715007,Silovegen 13,2100,SKARNES,62 96 61 50,,3415,Sør-Odal,34,Innlandet
,NO11050512,N,STRAND UNIKORN AS AVD SJURSØYA,993539287,Skur 83,0150,OSLO,,,0301,Oslo kommune,03,Oslo
,NO17051894,N,STRAND UNIKORN AS AVD STORHAMAR,976003896,Kornsilovegen 82,2316,HAMAR,62 54 20 20,62 54 20 21,3403,Hamar,34,Innlandet
,NO11050427,Q,STRØMMEN RAGNAR AS,971840986,,3629,NORE,,,3338,Nore og Uvdal,33,Buskerud
,NO17051932,Q,STRØMNES TRANSPORT AS,916694660,Musangengata 1,1643,RÅDE,,,3112,Råde,31,Østfold
,NO17051801,Q,STRØMSLI TRANSPORT AS,993684252,Sagelvvassveien 428,9050,STORSTEINNES,,,5532,Balsfjord,55,Troms
,NO26054442,P,STUTTERI PRE-ARAB FRANK NYRUD,985560900,Nedre Naurstad gård,8050,TVERLANDET,,,1804,Bodø,18,Nordland
,NO19052748,N,STØLAN SIGURD,972758744,Røstvangveien 14,2500,TYNSET,,,3427,Tynset,34,Innlandet
,NO18052421,N,SUSAN MARTINSEN,978064884,Årosveien 193,1480,SLATTUM,,,3232,Nittedal,32,Akershus
,NO20053120,M,SUSANN LARSEN,,Nansenveien 22,3513,HØNEFOSS,,,,,,
,NO10050207,H,SVEIN ERIK BJØRGE,,STENSENGDALEN 284,2380,BRUMUNDDAL,,,,,,
,NO12050895,Q,SVEIN ERIK HENRIKSEN TRANSPORT,885745652,Furusvingen 19,2164,SKOGBYGDA,,,3228,Nes,32,Akershus
,NO17051798,HM,SVEIN TORGERSEN,990096775,Christian Lodgaards vei 80,7387,SINGSÅS,72 43 63 39,,5027,Midtre Gauldal,50,Trøndelag
,NO18052495,HM,SVEIN TORGERSEN,990096775,Christian Lodgaards vei 80,7387,SINGSÅS,72 43 63 39,,5027,Midtre Gauldal,50,Trøndelag
,NO18052503,N,SVEN IDAR GRAVDAL,922008590,Hadlandshøyvegen 31,4362,VIGRESTAD,,,1119,Hå,11,Rogaland
,NO11050581,Q,SYGNA TRANSPORT A/S,874322652,Sandevegen 259,6973,SANDE I SUNNFJORD,57 71 64 32,57 71 65 10,4647,Sunnfjord,46,Vestland
,NO26054307,KMNO,SYNNE BÆVRE,,Meisingsetvegen 124,6628,MEISINGSET,,,,,,
,NO14051406,I,SYNNØVE FINDEN AS AVD ALVDAL,875815822,Grindegga,2560,ALVDAL,62 48 82 00,62 48 82 14,3428,Alvdal,34,Innlandet
,NO14051418,I,SYNNØVE FINDEN AS AVD NAMSOS,989597329,Hyllavegen 2,7805,NAMSOS,,,5007,Namsos,50,Trøndelag
,NO19052830,M,SØRENSEN HANS OLAV BAKERI,971778938,Selbuvegen 1696,7580,SELBU,73817292,XXXXX,5032,Selbu,50,Trøndelag
,NO18052251,N,SØRFLAEN GÅRD,978080189,Sørflavegen 1,2090,HURDAL,,,3242,Hurdal,32,Akershus
,NO12050881,I,SØRLANDSCHIPS AS,972221317,Kjelåsvegen 8,4628,KRISTIANSAND S,38185714,,4204,Kristiansand,42,Agder
,NO13051141,M,SØRLANDSPARKEN HUND OG KATT SENTER AS,989471546,Barstølveien 13,4636,KRISTIANSAND S,,,4204,Kristiansand,42,Agder
,NO17051924,Q,SØRSDAHL TRANSPORT AS,915310753,Skåumveien 20,3160,STOKKE,,,3907,Sandefjord,39,Vestfold
,NO16051766,Q,SØRUM TRANSPORT AS,971963840,Myrvangveien 3,2040,KLØFTA,,,3209,Ullensaker,32,Akershus
,NO21053263,R,SØYLAND KJETIL S,973896164,Søyland 33,4334,ÅLGÅRD,046159470,,1122,Gjesdal,11,Rogaland
,NO11050584,Q,T. HÅSETH SØNNER AS,971711523,SYLTEOSEN,6440,ELNESVÅGEN,,,1579,Hustadvika,15,Møre og Romsdal
,NO13051147,NQ,T K REFVE,872989692,Nordsjøvegen 502,4352,KLEPPE,,,1120,Klepp,11,Rogaland
,NO16051768,I,TA GO LEFSE OG LOMPEBAGERI AS,971958073,Linneflaten 4,4640,SØGNE,38 16 65 27,,4204,Kristiansand,42,Agder
,NO20053056,Q,TANK MANAGEMENT AS,990094225,Vollsveien 13C,1366,LYSAKER,,,3201,Bærum,32,Akershus
,NO12050856,OQ,TANKTRANSPORT ØST AS,992585439,Elvesletta 36,2323,INGEBERG,,,3403,Hamar,34,Innlandet
,NO16051688,M,TARAM AS,991804277,Haakon VII's gate 12,7041,TRONDHEIM,,,5001,Trondheim,50,Trøndelag
,NO23053502,MNOP,TEAM KNÆDAL,931221841,Tømmeråsveien 48,8294,HAMARØY,,,1875,Hamarøy,18,Nordland
,NO18052544,O,TEAM WEBERG,981159004,Bråtenesveien 46,1816,SKIPTVET,,,3116,Skiptvet,31,Østfold
,NO22053429,N,TELEMARKSPORTEN DAGLIGVARE AS,976307321,Prestemoen 6,3946,PORSGRUNN,35 57 30 80,35 55 32 19,4001,Porsgrunn,40,Telemark
,NO20053085,I,TELESENTERET SELJORD AS,972076511,Vekanvegen 1A,3840,SELJORD,35 05 09 50,35 05 04 55,4022,Seljord,40,Telemark
,NO14051380,Q,TELLUS LOGISTICS AS,912191206,Sandvikveien 13,4016,Stavanger,,,1124,Sola,11,Rogaland
,NO18052151,N,TENGESDALTUNET AS,918191860,Tengesdalveien 2,4308,SANDNES,,,1108,Sandnes,11,Rogaland
,NO26054286,MNO,TEOS LABB AS,937629524,Haakon Odd Christiansens veg 13,7048,TRONDHEIM,,,5001,Trondheim,50,Trøndelag
,NO18052563,N,TERJE OUFF,977376440,Skjøttelvikveien 8,3484,HOLMSBU,32 79 87 57,,3203,Asker,32,Akershus
,NO12050792,Q,TERJE SKUNDBERG TRANSPORT AS,980596265,Rønningstadbakken 56,2324,Vang,,,3403,Hamar,34,Innlandet
,NO15051542,Q,TETLIE TRANSPORT AS,980404838,Sørsivegen 32,7820,SPILLUM,,,5007,Namsos,50,Trøndelag
