cell_id,profile_id,aggregation_class,geography_id,geography_label,axis_bindings_json,value_chain_stage_id,value_chain_stage_label,domain_id,domain_label,legacy_field_id,legacy_field_label,cell_tier,parent_cell_id,child_dimension_bindings_json,child_specification_state,required_child_dimensions_json,required_child_cell_ids_json,required_units_json,system_boundary_question,population_definition_json,required_readiness_profile,taxonomy_version,active
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=processing.packaging,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.packaging""}]",stage.processing.packaging,Packaging,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.biological_recovery,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.biological_recovery""}]",stage.return_flows.biological_recovery,Biological recovery,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.collection_sorting,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.collection_sorting""}]",stage.return_flows.collection_sorting,Collection and sorting,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.disposal,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.disposal""}]",stage.return_flows.disposal,Disposal,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.energy_recovery,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.energy_recovery""}]",stage.return_flows.energy_recovery,Energy recovery,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.loss_waste_generation,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.loss_waste_generation""}]",stage.return_flows.loss_waste_generation,Loss and waste generation,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.material_recovery,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.material_recovery""}]",stage.return_flows.material_recovery,Material recovery,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=return_flows.nutrient_return,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.nutrient_return""}]",stage.return_flows.nutrient_return,Nutrient return,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=marine_environment.value_chain_stages=system_wide,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.marine_environment""},{""dimension"":""valueChainStages"",""valueId"":""stage.system_wide""}]",stage.system_wide,System-wide,domain.marine_environment,Marine environment,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=consumption.commercial_meals,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.commercial_meals""}]",stage.consumption.commercial_meals,Commercial meals,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=consumption.household,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.household""}]",stage.consumption.household,Household consumption,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=consumption.public_meals,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.public_meals""}]",stage.consumption.public_meals,Public meals,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=distribution.cold_chain,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.cold_chain""}]",stage.distribution.cold_chain,Cold chain,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=distribution.storage,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.storage""}]",stage.distribution.storage,Storage,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=distribution.transport_logistics,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.transport_logistics""}]",stage.distribution.transport_logistics,Transport and logistics,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=distribution.wholesale,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.wholesale""}]",stage.distribution.wholesale,Wholesale,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=inputs.production_inputs,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.production_inputs""}]",stage.inputs.production_inputs,Production inputs,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_sapmi_overlap_macro.geography=sapmi.domains=market_structure_competition.value_chain_stages=inputs.resource_base,profile.canonical_sapmi_overlap_macro,sapmi_overlapping,geo.sapmi,Sápmi,"[{""dimension"":""domains"",""valueId"":""domain.market_structure_competition""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.resource_base""}]",stage.inputs.resource_base,Natural resource base,domain.market_structure_competition,Market structure and competition,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
